Page,Question,Answer,question,generated_answer,evaluation,correct_answer
23,What is Motor Legal Cover?,"Motor Legal Cover is a type of insurance that covers the costs of legal action or defense in court. It is included with Comprehensive Plus car insurance and is an optional extra for Third Party, Fire and Theft, Essentials, and Comprehensive car insurance.",What is Motor Legal Cover?,"Until we have the crime reference number, you may temporarily lose the No Claim Discount on this policy.
You’re not covered for - Our Vandalism Promise doesn’t cover damage caused by another vehicle. --- # Section 7: Motor Legal Cover About Motor Legal Cover We’ll cover your Costs if you need to take legal action or defend yourself in court.
We will only provide this cover if your claim has a reasonable chance of succeeding for the duration of the claim.
This cover is included with: Comprehensive Plus It’s an optional extra for: - Third Party, Fire and Theft - Essentials - Comprehensive Check your car insurance details to see if this cover is included.
Words with a specific meaning When we use these words or terms in this section they have these specific meanings (unless we say differently).
Abroad Anywhere outside of the territorial limits, restricted to the Republic of Ireland and countries listed in ‘Where you can drive’ on page 31.
Appointed representative",0.901788084684558,"Motor Legal Cover is a type of insurance that covers the costs of legal action or defense in court.
It is included with Comprehensive Plus car insurance and is an optional extra for Third Party, Fire and Theft, Essentials, and Comprehensive car insurance."
23,What are the specific meanings of certain terms used in the context of Motor Legal Cover?,"- Abroad: Anywhere outside of the territorial limits, restricted to the Republic of Ireland and countries listed in ‘Where you can drive’ on page 31.
- Appointed representative: The preferred law firm, solicitor, or other suitably qualified person that we appoint to represent you under this section of the policy.
- Costs: Legal costs, including all reasonable, necessary and proportionate legal fees, expenses and other fees charged by the appointed representative and agreed by us. We’ll assess legal fees, expenses and other fees on the standard basis, or in line with any fixed recoverable costs scheme that applies.
- Court: A court, tribunal or other suitable authority.
- Date of incident: 
>For road traffic accidents – the date the accident happened.
>For motoring offences – the date the alleged offence took place.
>For motor contract disputes – the date the alleged incident took place.
- Preferred law firm: The law firm we choose to provide legal services. We choose these legal specialists as they have the expertise to deal with your claim and comply with our agreed service standards.
- Reasonable chance of succeeding:
>For road traffic accident and motor contract dispute claims: When we and the appointed representative agree that there is a higher than 50% chance that you’ll get a favorable judgment and do either of the following:
>>Recover your losses or damages.
>>Get any other legal remedy we agree to. (For example, an enforcement of judgment, a successful appeal, or a successful defense of an appeal.)
>For motoring offense claims: When we and the appointed representative agree that there’s a higher than 50% chance that you can achieve any of the following:
>>Reduce your sentence or fine.
>>Make a successful appeal.
>>Make a successful defense of an appeal.
- Terms of appointment: A separate contract we make with the appointed representative if they’re not a preferred law firm. It sets out the amounts we will pay the appointed representative and their responsibilities to report to us.",What are the specific meanings of certain terms used in the context of Motor Legal Cover?,"# Words with a specific meaning When we use these words or terms in this sub-section they have these specific meanings (unless we say differently).
Insured person: The policyholder and anyone else insured by this policy to drive your automated car with your permission. |If you’re on:|Where am I covered?| |---|---| |Third Party, Fire and Theft|We’ll only provide the cover in this sub-section in Great Britain, which is:| |Essentials|- England.| |Comprehensive|- Scotland.| |Comprehensive Plus|- Wales.| The cover in this section depends on the type of car you have.
This is because this sub-section has been written to comply with the laws of Great Britain.
Does this cover apply to my car?",0.8016570004799803,"- Abroad: Anywhere outside of the territorial limits, restricted to the Republic of Ireland and countries listed in ‘Where you can drive’ on page 31. - Appointed representative: The preferred law firm, solicitor, or other suitably qualified person that we appoint to represent you under this section of the policy. - Costs: Legal costs, including all reasonable, necessary and proportionate legal fees, expenses and other fees charged by the appointed representative and agreed by us.
We’ll assess legal fees, expenses and other fees on the standard basis, or in line with any fixed recoverable costs scheme that applies. - Court: A court, tribunal or other suitable authority. - Date of incident: >For road traffic accidents – the date the accident happened. >For motoring offences – the date the alleged offence took place. >For motor contract disputes – the date the alleged incident took place. - Preferred law firm: The law firm we choose to provide legal services.
We choose these legal specialists as they have the expertise to deal with your claim and comply with our agreed service standards. - Reasonable chance of succeeding: >For road traffic accident and motor contract dispute claims: When we and the appointed representative agree that there is a higher than 50% chance that you’ll get a favorable judgment and do either of the following: >>Recover your losses or damages. >>Get any other legal remedy we agree to. (For example, an enforcement of judgment, a successful appeal, or a successful defense of an appeal.) >For motoring offense claims: When we and the appointed representative agree that there’s a higher than 50% chance that you can achieve any of the following: >>Reduce your sentence or fine. >>Make a successful appeal. >>Make a successful defense of an appeal. - Terms of appointment: A separate contract we make with the appointed representative if they’re not a preferred law firm.
It sets out the amounts we will pay the appointed representative and their responsibilities to report to us."
23,What are the conditions for Motor Legal Cover to be provided?,Motor Legal Cover will only be provided if your claim has a reasonable chance of succeeding for the duration of the claim.,What are the conditions for Motor Legal Cover to be provided?,"Page 25 --- # Section 7: Motor Legal Cover continued Making Motor Legal Cover claims Accepting your claim Before we cover your costs, we must accept that you have a valid claim.
We’ll only accept your claim if: - The incident happened within the territorial limits – except where covered abroad. - You were covered on the date of incident. - The legal proceedings will happen in a court within the territorial limits – except where covered abroad.
Following the policy terms You must do all of the following: - Comply with all of the terms of this policy. - Take all reasonable precautions to minimise the cost of claims. - Take all reasonable precautions to prevent a claim from happening.
If you haven’t followed any of the terms of this policy, and this prejudices our position, we have the right to: - Refuse or withdraw from the claim. - Refuse to cover costs – even if we’ve already agreed to them. - Ask you to reimburse costs that we’ve already paid.
Choosing who represents you",0.8702807217596678,Motor Legal Cover will only be provided if your claim has a reasonable chance of succeeding for the duration of the claim.
24,Who is covered under the policy?,"The policy covers the policyholder, named drivers, the registered keeper of the car, and passengers in the event of a motoring offense or road traffic accident.",Who is covered under the policy?,"We’ll provide cover up to the amounts shown in ‘What your cover includes’ on page 8.
If someone needs emergency medical treatment Included with: - TPFT - Essential - Comp - Comp+ Cover for other people Included with: - TPFT - Essential - Comp - Comp+ We’ll also cover any of the following people for their liability to others: - Anyone insured by this policy to drive your car, if they have the policyholder’s permission. - Anyone that the policyholder allows to use, but not drive, your car. - Anyone getting into or out of your car. - The legal representative of anyone covered if that person dies. - The employer or business partner of anyone covered while your car is being used for business purposes, if your certificate of motor insurance includes business use.
We’ll cover emergency medical treatment if it’s our responsibility under the Road Traffic Act.",0.848703275363957,"The policy covers the policyholder, named drivers, the registered keeper of the car, and passengers in the event of a motoring offense or road traffic accident."
24,What services are provided by the policy?,"The policy provides cover for the costs of defending against motoring offenses, pursuing or defending breach of contract claims related to car purchases or services, and claiming uninsured losses from at-fault parties in road traffic accidents.",What services are provided by the policy?,"In return for receiving and accepting the premium, we’ll provide insurance under this policy for the sections shown on your car insurance details.
The laws that apply to this contract: You and we may choose which law will apply to this policy.
Unless both parties agree otherwise, English law will apply.
However, if you are resident in Jersey, Guernsey, Alderney or the Isle of Man, the law of the island where you are resident will always apply to your policy and any dispute in relation to it will be within the jurisdiction of that island’s relevant court.
We’ve supplied this policy and other information to you in English and we’ll continue to communicate with you in English.
Giving you a recommendation: We have not given you a personal recommendation as to whether this policy is suitable for your specific needs.
Just to let you know, our consultants may receive a bonus if you purchase any cover with us. # Our regulator",0.8408206019584721,"The policy provides cover for the costs of defending against motoring offenses, pursuing or defending breach of contract claims related to car purchases or services, and claiming uninsured losses from at-fault parties in road traffic accidents."
24,What are the limits of coverage?,"The amount of coverage is specified in 'What your cover includes' on page 8 and includes any applicable VAT. This is the maximum amount payable for all claims, including appeals or counterclaims related to the same incident.",What are the limits of coverage?,"# Comprehensive Comp You can add Foreign Use Extension to give you the same level of cover under ‘Liability to other people (third parties)’ in section 1 (excluding any cover the main driver has when driving another car) and sections 2, 4 and 5 as you have within the territorial limits in the countries listed in the ‘Countries where you have minimum cover’.
You’ll need to pay extra to add this and get in touch before your trip starts.
Page 31 --- # Comprehensive Plus Countries where you have minimum cover You’ll have pe same level of cover under ‘Liability to oper people (pird parties)’ in section 1 (excluding any cover pe main driver has when driving anoper car) and sections 2, 4 and 5 as you have wipin pe territorial limits in pe countries listed in pe ‘Countries where you have minimum cover’ section for up to 90 days in every insured period.
See your car insurance details for pe actual number of days pe policy includes.
Car insurance cover in the rest of Europe",0.8337287551425869,"The amount of coverage is specified in 'What your cover includes' on page 8 and includes any applicable VAT.
This is the maximum amount payable for all claims, including appeals or counterclaims related to the same incident."
25,What are the things that are not covered by the policy?,"The policy does not cover legal claims for any loss or damage that is already covered by this policy or any other insurance policy, claims that are to do with an incident that happened before your cover started, any costs that we haven’t agreed to, or any costs that relate to the period before we accept your claim, fines, penalties, compensation or damages you’re ordered to pay by a court, any dispute with us under Motor Legal Cover, any appeal or enforcement action, unless we provided cover for the original claim, psychological injuries or mental illness, unless they were caused by something covered by the policy that also caused you physical injury, action against another person insured by this policy, if that person was to blame for the accident.",What are the things that are not covered by the policy?,"Other exclusions We don’t cover: - Damage caused by any driver insured on this policy to any property they own or are responsible for. - Liability for loss of, or accidental damage to, any car you’re driving or any trailer or vehicle you’re towing. - Death of, or injury to anyone working with or for the driver of the car (except as set out in the Road Traffic Act). --- # Section 1: Liability Liability for automated cars in Great Britain We’ll provide cover for accidents caused by your automated car when it is lawfully driving itself on a road or other public place in Great Britain. # Words with a specific meaning When we use these words or terms in this sub-section they have these specific meanings (unless we say differently).
Insured person: The policyholder and anyone else insured by this policy to drive your automated car with your permission.",0.8833427374795324,"The policy does not cover legal claims for any loss or damage that is already covered by this policy or any other insurance policy, claims that are to do with an incident that happened before your cover started, any costs that we haven’t agreed to, or any costs that relate to the period before we accept your claim, fines, penalties, compensation or damages you’re ordered to pay by a court, any dispute with us under Motor Legal Cover, any appeal or enforcement action, unless we provided cover for the original claim, psychological injuries or mental illness, unless they were caused by something covered by the policy that also caused you physical injury, action against another person insured by this policy, if that person was to blame for the accident."
25,What are the motoring offenses that are not covered by the policy?,"The policy does not cover any offences to do with parking, obstruction or waiting, drink or drugs, vehicle tests, such as the MOT, driving unroadworthy vehicles, driving licences or vehicle documentation.",What are the motoring offenses that are not covered by the policy?,"- Speeding offences. - Driving under the influence of alcohol or drugs. - Parking offences.
Please note: if you have Motor Legal Cover, you may have cover for costs relating to speeding offences.
To find out more, see ‘Section 7: Motor Legal Cover’ on page 23.
If you’re driving another car: - We don’t cover any damage, fire or theft to the car you’re driving. - We don’t provide Motor Legal cover if you’re driving another car. - We’ll only cover you if you still have your car and it hasn’t been written off.
Payments made outside the terms of the policy If we have to make a payment that isn’t covered by this policy because we’re required to do so under any country’s laws, we may ask you (or the person who is legally responsible) to pay us back any payment made that isn’t covered by this policy.
This includes any amount that we have to pay because you don’t provide accurate and complete information.
Other exclusions We don’t cover:",0.8384866746875251,"The policy does not cover any offences to do with parking, obstruction or waiting, drink or drugs, vehicle tests, such as the MOT, driving unroadworthy vehicles, driving licences or vehicle documentation."
25,What are the motor contract disputes that are not covered by the policy?,"The policy does not cover any claim if the amount in dispute is less than £250 including VAT, any dispute to do with faults in your car, its spare parts or accessories, if you knew about the faults before buying these items, or before your Motor Legal Cover started, between you and someone you live with or used to live with, with anyone insured by this policy, about a car insurance policy or claim, about the purchase or sale of salvage, about contracts you entered into before your Motor Legal Cover started, for any contracts to do with a profession, business, trade, or any other activity that you’re paid for or that aims to make money, your employment, the sale of your car, its spare parts or accessories, if the person who entered into the contract is not the owner, loans, borrowing or other financial services contracts.",What are the motor contract disputes that are not covered by the policy?,"- 8 We don’t cover any claim if the amount in dispute is less than £250 including VAT. 8 We don’t cover: - Legal claims for any loss or damage that’s already covered by this policy or any other insurance policy. - Claims that are to do with an incident that happened before your cover started. - Any costs that we haven’t agreed to, or any costs that relate to the period before we accept your claim. - Fines, penalties, compensation or damages you’re ordered to pay by a court. - Any dispute with us under Motor Legal Cover.
However, if you have a complaint, please see ‘If you have a complaint’ on page 42. - Any appeal or enforcement action, unless we provided cover for the original claim. - Psychological injuries or mental illness, unless they were caused by something covered by the policy that also caused you physical injury. - Action against another person insured by this policy, if that person was to blame for the accident.
If you’re prosecuted for a motoring offence",0.9304467299716668,"The policy does not cover any claim if the amount in dispute is less than £250 including VAT, any dispute to do with faults in your car, its spare parts or accessories, if you knew about the faults before buying these items, or before your Motor Legal Cover started, between you and someone you live with or used to live with, with anyone insured by this policy, about a car insurance policy or claim, about the purchase or sale of salvage, about contracts you entered into before your Motor Legal Cover started, for any contracts to do with a profession, business, trade, or any other activity that you’re paid for or that aims to make money, your employment, the sale of your car, its spare parts or accessories, if the person who entered into the contract is not the owner, loans, borrowing or other financial services contracts."
26,What are the conditions for accepting a claim?,"1. The incident must have occurred within the territorial limits, except where covered abroad.
2. The policyholder must have been covered on the date of the incident.
3. The legal proceedings must take place in a court within the territorial limits, except where covered abroad.",What are the conditions for accepting a claim?,"- Offers to settle your claim. - Makes a payment into court.
If you refuse to accept an offer or payment that we or your appointed representative think you should accept, we can refuse to cover any further costs.
Approval to settle or end your claim Unless we agree, you must not: - Stop, settle, negotiate or withdraw your claim. - Dismiss your appointed representative.
We won’t withhold our agreement to take these actions without good reason.
When we might choose to settle your claim We can settle your claim outside of court if we think it makes financial sense to do this.
We’ll do this by covering you for: - The amount you’re likely to be awarded by a court. - The equivalent financial value, if your claim is not for damages.
Checking costs We have the right to have costs: - Certified by an appropriate professional body. - Checked by an auditor (for example a Costs Lawyer) that we choose. - Assessed by a court.
Recovering costs",0.8028178335309335,"1.
The incident must have occurred within the territorial limits, except where covered abroad. 2.
The policyholder must have been covered on the date of the incident. 3.
The legal proceedings must take place in a court within the territorial limits, except where covered abroad."
26,What are the policy terms that must be followed?,"1. Comply with all of the terms of the policy.
2. Take all reasonable precautions to minimize the cost of claims.
3. Take all reasonable precautions to prevent a claim from happening.",What are the policy terms that must be followed?,"If you have a policy that includes DriveSure: - The policy also includes the DriveSure terms and conditions we’ve given you.
Please read all these documents carefully and keep them safe in case you need them.
Words in bold type Some of the words and phrases we use in this booklet have a specific meaning – for example, your car or modifications.
We’ve highlighted these words using bold type.
You can find the exact meanings of these words in the ‘Glossary’ on page 4, or at the start of each section.
Comprehensive with DriveSure If you have a Comprehensive with DriveSure policy: - Your cover is the same as a Comprehensive policy. - Wherever Comprehensive is mentioned in this policy booklet, this also applies to you. # Contents",0.7853478880339579,"1.
Comply with all of the terms of the policy. 2.
Take all reasonable precautions to minimize the cost of claims. 3.
Take all reasonable precautions to prevent a claim from happening."
26,What are the consequences of not following the policy terms?,"1. Refusal or withdrawal from the claim.
2. Refusal to cover costs, even if they have already been agreed to.
3. Request for reimbursement of costs that have already been paid.",What are the consequences of not following the policy terms?,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.
If you do this, you may have to pay an administration fee as well as any additional premium.
Please see your car insurance details for more information on the administration fee.
Paying your premium If you change your car insurance and there’s an extra premium to pay, you can pay this at the time of the change, or add it to your monthly payments.
What happens if we can’t collect your payment",0.8146537163187061,"1.
Refusal or withdrawal from the claim. 2.
Refusal to cover costs, even if they have already been agreed to. 3.
Request for reimbursement of costs that have already been paid."
27,What happens when you refuse to accept an offer or payment that we or your appointed representative think you should accept?,We can refuse to cover any further costs.,What happens when you refuse to accept an offer or payment that we or your appointed representative think you should accept?,"You must not take any action that hasn’t been agreed by us or your appointed representative.
If your appointed representative refuses to continue acting, or if you dismiss them: - Your appointed representative stops acting for you with good reason – for example, you behave dishonestly while dealing with your claim. - You dismiss your appointed representative without good reason – for example, you disagree with their legal advice.
If either of the above happens, we’ll end cover for your costs immediately, unless we agree to a different appointed representative.
Settling or ending your claim Offers to settle your claim You must tell us if anyone: - Offers to settle your claim. - Makes a payment into court.
If you refuse to accept an offer or payment that we or your appointed representative think you should accept, we can refuse to cover any further costs.
Approval to settle or end your claim Unless we agree, you must not:",0.778258095527467,We can refuse to cover any further costs.
27,When might we choose to settle your claim?,We can settle your claim outside of court if we think it makes financial sense to do this.,When might we choose to settle your claim?,"- Offers to settle your claim. - Makes a payment into court.
If you refuse to accept an offer or payment that we or your appointed representative think you should accept, we can refuse to cover any further costs.
Approval to settle or end your claim Unless we agree, you must not: - Stop, settle, negotiate or withdraw your claim. - Dismiss your appointed representative.
We won’t withhold our agreement to take these actions without good reason.
When we might choose to settle your claim We can settle your claim outside of court if we think it makes financial sense to do this.
We’ll do this by covering you for: - The amount you’re likely to be awarded by a court. - The equivalent financial value, if your claim is not for damages.
Checking costs We have the right to have costs: - Certified by an appropriate professional body. - Checked by an auditor (for example a Costs Lawyer) that we choose. - Assessed by a court.
Recovering costs",0.859395278255149,We can settle your claim outside of court if we think it makes financial sense to do this.
27,What happens if your costs can be recovered from somewhere else?,"You must tell your appointed representative to do this. If we’ve paid costs that you then recover, you must pay the money back to us.",What happens if your costs can be recovered from somewhere else?,"Checking costs We have the right to have costs: - Certified by an appropriate professional body. - Checked by an auditor (for example a Costs Lawyer) that we choose. - Assessed by a court.
Recovering costs If your costs can be recovered from somewhere else, you must tell your appointed representative to do this.
If we’ve paid costs that you then recover, you must pay the money back to us.
We’ll share recovered costs with you if: - We refused to cover further costs and you paid more costs to end your claim. - You paid the difference between the costs we offered your appointed representative and the costs they charged.
We’ll split any recovered costs to reflect who paid costs originally.
For example, if you paid 60% of the original costs, you’ll receive 60% of the recovered costs.
Page 27 --- # Section 8: Guaranteed Hire Car Plus About Guaranteed Hire Car Plus",0.8852084129816772,"You must tell your appointed representative to do this.
If we’ve paid costs that you then recover, you must pay the money back to us."
28,What is Guaranteed Hire Car Plus?,"Guaranteed Hire Car Plus is a service that provides you with a hire car that is similar in size to your own car if your car is damaged in an accident, written off, or stolen.",What is Guaranteed Hire Car Plus?,"Car hire If you can’t drive your car because of stolen car keys and have our Guaranteed Hire Car Plus cover, we’ll extend this cover while you’re unable to use your car.
See ‘Section 8: Guaranteed Hire Car Plus’ on page 28.
Page 16 --- # Section 3: Courtesy car |Courtesy car|What we’ll do| |---|---| |The courtesy car will be a small hatchback, so may not be of a similar size or style to your car.|If you claim under section 2 or 4 of your policy and your car is being repaired by an approved repairer:| |This cover is included with:|Third Party, Fire and Theft| | |Essentials| | |Comprehensive| |If you haven’t picked Guaranteed Hire Car Plus.| | | |It’s not included with:| | |Comprehensive Plus because it’s replaced by Guaranteed Hire Car Plus.| See page 28 to find out more about Guaranteed Hire Car Plus Whilst you have your courtesy car:",0.8966891726749922,"Guaranteed Hire Car Plus is a service that provides you with a hire car that is similar in size to your own car if your car is damaged in an accident, written off, or stolen."
28,What types of cars are provided as hire cars?,"The type of hire car provided depends on the size of your car. If your car has up to 5 seats, you may be provided with a hire car up to a 4/5 door standard saloon. If your car has 6 or more seats, you may be provided with a hire car up to a Mini MPV.",What types of cars are provided as hire cars?,"Car hire If you can’t drive your car because of stolen car keys and have our Guaranteed Hire Car Plus cover, we’ll extend this cover while you’re unable to use your car.
See ‘Section 8: Guaranteed Hire Car Plus’ on page 28.
Page 16 --- # Section 3: Courtesy car |Courtesy car|What we’ll do| |---|---| |The courtesy car will be a small hatchback, so may not be of a similar size or style to your car.|If you claim under section 2 or 4 of your policy and your car is being repaired by an approved repairer:| |This cover is included with:|Third Party, Fire and Theft| | |Essentials| | |Comprehensive| |If you haven’t picked Guaranteed Hire Car Plus.| | | |It’s not included with:| | |Comprehensive Plus because it’s replaced by Guaranteed Hire Car Plus.| See page 28 to find out more about Guaranteed Hire Car Plus Whilst you have your courtesy car:",0.8660917747789698,"The type of hire car provided depends on the size of your car.
If your car has up to 5 seats, you may be provided with a hire car up to a 4/5 door standard saloon.
If your car has 6 or more seats, you may be provided with a hire car up to a Mini MPV."
28,How long am I covered for a hire car?,"The length of time you are covered for a hire car depends on the circumstances. If your car can be repaired and is driveable, you are covered for a hire car from the point your car goes in for repair until it is repaired. If your car can be repaired but is not driveable, you are covered for a hire car for up to 21 days in a row while it is being repaired. If your car is written off or stolen and not recovered, you are covered for a hire car for whichever is shortest of these two periods: up to 21 days in a row or up to 5 days after our first (or only) payment has been issued to settle your claim.",How long am I covered for a hire car?,"If your car is written off, or is stolen and not recovered We’ll provide you with a hire car for whichever is shortest of these two periods: - Up to 21 days in a row. - Up to 5 days after our first (or only) payment has been issued to settle your claim. --- # Section 8: Guaranteed Hire Car Plus If we cannot provide you with a hire car because any of the following applies, we’ll repay your travel costs up to £50 per day, up to a total of £500 per claim if: - You’re injured during the accident in a way that prevents you from driving. - Your car has been professionally adapted to carry a disabled driver or passenger, and a suitable hire car is not available. - There are no hire cars available, and no alternative cars are available for hire.
You can use this benefit any time in the 21 days following your claim.
You’ll need to pay the costs up front, and then send us your receipts or proof of travel.
We can only pay you back once we receive these.",0.9377638003629224,"The length of time you are covered for a hire car depends on the circumstances.
If your car can be repaired and is driveable, you are covered for a hire car from the point your car goes in for repair until it is repaired.
If your car can be repaired but is not driveable, you are covered for a hire car for up to 21 days in a row while it is being repaired.
If your car is written off or stolen and not recovered, you are covered for a hire car for whichever is shortest of these two periods: up to 21 days in a row or up to 5 days after our first (or only) payment has been issued to settle your claim."
29,What are the circumstances under which the insurance company will provide a hire car?,"The insurance company will provide a hire car if the policyholder is injured and unable to drive, if their car has been adapted for a disabled driver or passenger and a suitable hire car is not available, or if there are no hire cars available.",What are the circumstances under which the insurance company will provide a hire car?,"You’re not covered for: We won’t provide you with a hire car if you’re only claiming for windscreen or glass damage. # Paying a deposit When you collect your hire car, the hire car company may charge you a refundable deposit.
When you return the hire car, this deposit will be refunded to you.
This will be covered by the hire car company’s terms and conditions. # Using your hire car You may only use the hire car: - While your car remains off the road or being repaired as a result of an accident, fire or theft covered by this section of your policy. - Within the territorial limits, unless the hire car company gives you permission and appropriate insurance cover to use it elsewhere.
The hire car company’s terms and conditions apply as well as ours.
They’ll give you a copy of these when you collect the hire car.
If there’s any conflict between our terms and the hire car company’s, our terms will apply. # How you’re insured while using your hire car",0.8776286246319036,"The insurance company will provide a hire car if the policyholder is injured and unable to drive, if their car has been adapted for a disabled driver or passenger and a suitable hire car is not available, or if there are no hire cars available."
29,What is the maximum amount the insurance company will pay for travel costs if they cannot provide a hire car?,"The insurance company will pay up to £50 per day for travel costs, up to a total of £500 per claim.",What is the maximum amount the insurance company will pay for travel costs if they cannot provide a hire car?,"If your car is written off, or is stolen and not recovered We’ll provide you with a hire car for whichever is shortest of these two periods: - Up to 21 days in a row. - Up to 5 days after our first (or only) payment has been issued to settle your claim. --- # Section 8: Guaranteed Hire Car Plus If we cannot provide you with a hire car because any of the following applies, we’ll repay your travel costs up to £50 per day, up to a total of £500 per claim if: - You’re injured during the accident in a way that prevents you from driving. - Your car has been professionally adapted to carry a disabled driver or passenger, and a suitable hire car is not available. - There are no hire cars available, and no alternative cars are available for hire.
You can use this benefit any time in the 21 days following your claim.
You’ll need to pay the costs up front, and then send us your receipts or proof of travel.
We can only pay you back once we receive these.",0.825597646707773,"The insurance company will pay up to £50 per day for travel costs, up to a total of £500 per claim."
29,What are the conditions for using the hire car?,"The hire car may only be used while the policyholder's car is off the road or being repaired as a result of an accident, fire, or theft, and within the territorial limits unless the hire car company gives permission and appropriate insurance cover to use it elsewhere.",What are the conditions for using the hire car?,"You’re not covered for: We won’t provide you with a hire car if you’re only claiming for windscreen or glass damage. # Paying a deposit When you collect your hire car, the hire car company may charge you a refundable deposit.
When you return the hire car, this deposit will be refunded to you.
This will be covered by the hire car company’s terms and conditions. # Using your hire car You may only use the hire car: - While your car remains off the road or being repaired as a result of an accident, fire or theft covered by this section of your policy. - Within the territorial limits, unless the hire car company gives you permission and appropriate insurance cover to use it elsewhere.
The hire car company’s terms and conditions apply as well as ours.
They’ll give you a copy of these when you collect the hire car.
If there’s any conflict between our terms and the hire car company’s, our terms will apply. # How you’re insured while using your hire car",0.8866552850579554,"The hire car may only be used while the policyholder's car is off the road or being repaired as a result of an accident, fire, or theft, and within the territorial limits unless the hire car company gives permission and appropriate insurance cover to use it elsewhere."
30,What is Protected No Claim Discount?,Protected NCD is an optional extra cover that allows the policyholder to protect their No Claim Discount (NCD) in case they make a claim.,What is Protected No Claim Discount?,"|About Protected No Claim Discount|How it works| |---|---| |The NCD owner will keep their No Claim Discount (NCD) if you make a claim, unless you make more than 2 claims in 3 years.|Once the NCD owner has a minimum of four years’ worth of NCD, you may be able to protect it by paying an additional premium.
We’ll let you know when you’re able to do this.| |Protected NCD doesn’t guarantee your premium – this may still increase if a claim is made.|Protected NCD means that you can make up to 2 claims in 3 years of insurance in a row, and this won’t affect the NCD on this policy.| This cover an optional extra for: - Third Party, Fire and Theft - Essentials - Comprehensive - Comprehensive Plus Check your car insurance details to see if this cover is included. --- # Where you can drive Where you can drive",0.905788633238266,Protected NCD is an optional extra cover that allows the policyholder to protect their No Claim Discount (NCD) in case they make a claim.
30,How does Protected NCD work?,"Once the policyholder has a minimum of four years' worth of NCD, they can protect it by paying an additional premium. This means that they can make up to 2 claims in 3 years of insurance in a row, and this won't affect the NCD on this policy.",How does Protected NCD work?,"|About Protected No Claim Discount|How it works| |---|---| |The NCD owner will keep their No Claim Discount (NCD) if you make a claim, unless you make more than 2 claims in 3 years.|Once the NCD owner has a minimum of four years’ worth of NCD, you may be able to protect it by paying an additional premium.
We’ll let you know when you’re able to do this.| |Protected NCD doesn’t guarantee your premium – this may still increase if a claim is made.|Protected NCD means that you can make up to 2 claims in 3 years of insurance in a row, and this won’t affect the NCD on this policy.| This cover an optional extra for: - Third Party, Fire and Theft - Essentials - Comprehensive - Comprehensive Plus Check your car insurance details to see if this cover is included. --- # Where you can drive Where you can drive",0.9310268476380068,"Once the policyholder has a minimum of four years' worth of NCD, they can protect it by paying an additional premium.
This means that they can make up to 2 claims in 3 years of insurance in a row, and this won't affect the NCD on this policy."
30,What are the benefits of Protected NCD?,The main benefit of Protected NCD is that it allows the policyholder to protect their NCD in case they make a claim. This can be valuable for drivers who have a good driving record and want to avoid losing their NCD.,What are the benefits of Protected NCD?,"|About Protected No Claim Discount|How it works| |---|---| |The NCD owner will keep their No Claim Discount (NCD) if you make a claim, unless you make more than 2 claims in 3 years.|Once the NCD owner has a minimum of four years’ worth of NCD, you may be able to protect it by paying an additional premium.
We’ll let you know when you’re able to do this.| |Protected NCD doesn’t guarantee your premium – this may still increase if a claim is made.|Protected NCD means that you can make up to 2 claims in 3 years of insurance in a row, and this won’t affect the NCD on this policy.| This cover an optional extra for: - Third Party, Fire and Theft - Essentials - Comprehensive - Comprehensive Plus Check your car insurance details to see if this cover is included. --- # Where you can drive Where you can drive",0.8941540666508275,"The main benefit of Protected NCD is that it allows the policyholder to protect their NCD in case they make a claim.
This can be valuable for drivers who have a good driving record and want to avoid losing their NCD."
31,Where does the car insurance policy apply?,"The car insurance policy applies in Great Britain, Northern Ireland, the Channel Islands, and the Isle of Man.",Where does the car insurance policy apply?,"This cover an optional extra for: - Third Party, Fire and Theft - Essentials - Comprehensive - Comprehensive Plus Check your car insurance details to see if this cover is included. --- # Where you can drive Where you can drive |The area your policy applies|Your car insurance cover in the rest of Europe| |---|---| |Your car insurance gives you the cover described in your car insurance details in:| | |- Great Britain.| | |- Northern Ireland.| | |- the Channel Islands.| | |- the Isle of Man.| | |It also covers journeys between these places.| | Please note: your ‘Liability for automated cars in Great Britain’ cover only applies in Great Britain, which is: - England. - Scotland. - Wales.
Please see ‘Liability for automated cars in Great Britain’ on page 13 for more details.
If you drive in the Republic of Ireland If you use your car in the Republic of Ireland, your car insurance gives you the same cover as you have within the territorial limits.
However:",0.8892638544847064,"The car insurance policy applies in Great Britain, Northern Ireland, the Channel Islands, and the Isle of Man."
